industry,code,buy_date,sell_date,buy_price,sell_price,pct_reward
种植业,sh.600540.csv,2012-09-04,2012-09-10,5.52,6.07,0.0996376811594204
种植业,sh.601118.csv,2012-09-04,2012-09-12,5.74,6.24,0.08710801393728218
照明设备,sz.002076.csv,2014-09-11,2014-09-12,11.02,12.12,0.09981851179673318
造纸,sh.600793.csv,2011-07-19,2011-07-21,13.1,14.42,0.10076335877862608
中药,sh.600285.csv,2015-04-24,2015-04-27,10.88,11.97,0.10018382352941169
中药,sh.600332.csv,2015-04-13,2015-04-21,35.27,38.98,0.10518854550609569
中药,sz.002728.csv,2015-04-21,2015-04-22,46.19,50.81,0.10002164970772909
中药,sh.600518.csv,2015-04-07,2015-04-10,35.99,39.29,0.09169213670464016
中药,sz.002412.csv,2015-04-09,2015-04-13,19.95,22.86,0.14586466165413525
中药,sh.600422.csv,2015-04-09,2015-04-13,31.62,34.21,0.08191018342820988
中药,sh.600436.csv,2015-04-10,2015-04-14,127.88,143.44,0.12167657178604951
中药,sz.002603.csv,2015-04-08,2015-04-13,39.66,45.65,0.1510337871911247
中药,sh.600750.csv,2015-04-07,2015-04-14,31.86,35.93,0.12774639045825498
中药,sz.000623.csv,2015-04-08,2015-04-13,39.71,43.84,0.10400402921178542
中药,sh.600771.csv,2015-04-10,2015-04-13,36.22,39.84,0.09994478188845957
中药,sz.002390.csv,2015-04-28,2015-04-29,27.34,30.07,0.09985369422092183
中药,sz.000590.csv,2015-04-08,2015-04-09,19.76,21.74,0.10020242914979738
中药,sh.600129.csv,2015-04-29,2015-04-30,18.68,20.55,0.1001070663811563
中药,sz.002118.csv,2015-04-08,2015-04-13,19.22,22.09,0.14932362122788767
中药,sz.002118.csv,2018-03-28,2018-04-03,8.59,9.52,0.10826542491268909
中药,sz.002118.csv,2019-02-14,2019-02-19,5.28,5.85,0.10795454545454541
中药,sz.002737.csv,2015-04-09,2015-04-13,86.6,93.59,0.08071593533487298
中药,sh.600671.csv,2015-04-07,2015-04-13,20.45,22.89,0.11931540342298286
证券,sz.002673.csv,2015-04-08,2015-04-10,51.22,56.99,0.11265130808278023
证券,sh.600864.csv,2015-04-09,2015-04-10,17.67,19.13,0.08262591963780408
证券,sz.000728.csv,2015-10-08,2015-10-12,16.42,18.59,0.13215590742996342
证券,sh.601377.csv,2015-10-08,2015-10-12,8.13,8.83,0.08610086100861003
证券,sh.600109.csv,2015-10-08,2015-10-12,12.44,13.81,0.11012861736334423
证券,sz.000712.csv,2015-04-07,2015-04-08,44.0,48.4,0.09999999999999987
证券,sz.000712.csv,2015-10-16,2015-10-19,23.93,26.32,0.09987463435018817
证券,sz.002500.csv,2015-04-03,2015-04-10,17.62,19.17,0.08796821793416565
证券,sz.000166.csv,2015-04-03,2015-04-08,17.7,19.18,0.08361581920903949
证券,sz.000166.csv,2015-10-08,2015-10-16,8.9,9.68,0.08764044943820215
证券,sh.601688.csv,2015-10-08,2015-10-12,14.78,16.9,0.1434370771312583
证券,sh.601099.csv,2015-10-08,2015-10-12,6.92,7.49,0.08236994219653182
证券,sh.600999.csv,2015-04-03,2015-04-08,32.95,36.78,0.11623672230652504
证券,sz.000776.csv,2015-10-08,2015-10-12,13.75,15.05,0.09454545454545449
证券,sz.000783.csv,2015-10-08,2015-10-15,9.56,10.37,0.08472803347280311
证券,sz.000750.csv,2015-10-08,2015-10-16,9.96,10.76,0.08032128514056214
证券,sh.601901.csv,2015-04-03,2015-04-09,14.61,16.07,0.09993155373032181
证券,sh.601901.csv,2015-10-08,2015-10-12,6.62,7.18,0.0845921450151057
证券,sh.601555.csv,2015-04-03,2015-04-08,24.91,27.33,0.09714973906061819
证券,sz.000686.csv,2015-04-03,2015-04-08,22.68,24.66,0.08730158730158721
证券,sz.002736.csv,2015-04-03,2015-04-08,24.53,27.94,0.13901345291479816
证券,sz.002736.csv,2015-10-08,2015-10-12,15.18,16.51,0.08761528326745727
综合,sh.600647.csv,2012-04-24,2012-04-25,11.19,12.31,0.1000893655049151
综合,sz.000753.csv,2009-04-29,2009-05-04,5.34,5.79,0.08426966292134841
综合,sh.600689.csv,2009-04-24,2009-05-04,7.99,9.41,0.17772215269086367
综合,sh.600689.csv,2009-07-29,2009-08-04,8.72,9.42,0.08027522935779818
综合,sh.600676.csv,2009-07-29,2009-07-31,6.99,7.65,0.09442060085836901
装修装饰,sz.002163.csv,2015-04-15,2015-04-20,9.74,10.69,0.09753593429158114
装修装饰,sz.002620.csv,2015-09-17,2015-09-22,21.39,23.9,0.11734455352968665
装修装饰,sz.002081.csv,2014-07-22,2014-07-29,13.84,15.02,0.08526011560693636
专用设备,sh.603029.csv,2017-03-20,2017-03-22,47.08,52.17,0.10811384876805441
专用设备,sh.600520.csv,2018-05-23,2018-05-24,18.08,19.89,0.10011061946902666
专用设备,sz.000852.csv,2019-04-01,2019-04-04,9.5,10.34,0.08842105263157896
专用设备,sz.000852.csv,2020-02-04,2020-02-10,5.13,5.56,0.08382066276803113
专用设备,sh.600444.csv,2020-02-04,2020-02-12,8.74,9.44,0.08009153318077789
专用设备,sh.600545.csv,2017-03-16,2017-03-23,12.21,13.62,0.11547911547911527
专用设备,sh.600579.csv,2018-05-30,2018-06-01,9.68,11.1,0.14669421487603307
专用设备,sz.002353.csv,2019-03-26,2019-04-01,22.76,25.81,0.1340070298769771
专用设备,sz.002690.csv,2020-03-23,2020-03-27,34.78,37.96,0.09143185738930426
专用设备,sh.603036.csv,2017-03-17,2017-03-20,36.22,39.84,0.09994478188845957
专用设备,sh.601608.csv,2020-02-04,2020-02-12,3.26,3.57,0.09509202453987742
专用设备,sz.002526.csv,2020-02-04,2020-02-12,1.93,2.09,0.08290155440414493
专用设备,sh.603169.csv,2017-03-21,2017-03-23,14.7,15.97,0.08639455782312933
专用设备,sz.002490.csv,2020-02-04,2020-02-12,2.98,3.27,0.09731543624161065
专用设备,sz.002490.csv,2020-03-13,2020-03-23,3.3,3.72,0.12727272727272743
专用设备,sz.002523.csv,2019-04-01,2019-04-08,3.83,4.2,0.0966057441253263
专用设备,sz.002278.csv,2019-03-27,2019-04-03,7.41,8.17,0.10256410256410264
自动化设备,sz.002975.csv,2020-03-05,2020-03-09,130.11,143.35,0.1017600491891475
自动化设备,sz.002334.csv,2020-02-27,2020-03-04,4.59,5.34,0.1633986928104576
