,cut_loss,target_profit,win_rate,ave_interest_rate,turn_over
103,-0.05,0.75,0.13026819923371646,0.05421455938697317,528
104,-0.05,0.8,0.11494252873563218,0.04770114942528735,528
105,-0.05,0.85,0.10919540229885058,0.04827586206896551,528
106,-0.05,0.9,0.1053639846743295,0.05009578544061302,528
107,-0.05,0.95,0.09195402298850575,0.04195402298850573,528
108,-0.06,0.1,0.42938931297709926,0.008702290076335882,528
109,-0.06,0.15,0.372848948374761,0.01829827915869981,528
110,-0.06,0.2,0.32567049808429116,0.024674329501915712,528
111,-0.06,0.25,0.2950191570881226,0.03145593869731801,528
112,-0.06,0.3,0.2777777777777778,0.04000000000000001,528
113,-0.06,0.35,0.26436781609195403,0.04839080459770115,528
114,-0.06,0.4,0.23371647509578544,0.047509578544061314,528
115,-0.06,0.45,0.20689655172413793,0.04551724137931035,528
116,-0.06,0.5,0.19769673704414586,0.05071017274472169,528
117,-0.06,0.55,0.18809980806142035,0.05474088291746643,528
118,-0.06,0.6,0.18234165067178504,0.06034548944337812,528
119,-0.06,0.65,0.1689059500959693,0.0599232245681382,528
120,-0.06,0.7,0.15355086372360843,0.05669865642994242,528
121,-0.06,0.75,0.14587332053742802,0.0581573896353167,528
122,-0.06,0.8,0.13051823416506717,0.05224568138195779,528
123,-0.06,0.85,0.12476007677543186,0.053531669865643,528
124,-0.06,0.9,0.11900191938579655,0.054241842610364695,528
125,-0.06,0.95,0.10556621880998081,0.04662188099808062,528
126,-0.07,0.1,0.4675572519083969,0.009484732824427479,528
127,-0.07,0.15,0.40804597701149425,0.01977011494252873,528
128,-0.07,0.2,0.36084452975047987,0.027428023032629558,528
129,-0.07,0.25,0.33013435700575816,0.035642994241842606,528
130,-0.07,0.3,0.31285988483685223,0.04575815738963531,528
131,-0.07,0.35,0.29558541266794625,0.05414587332053742,528
132,-0.07,0.4,0.26103646833013433,0.05268714011516315,528
133,-0.07,0.45,0.23032629558541268,0.04976967370441458,528
134,-0.07,0.5,0.22115384615384615,0.05605769230769231,528
135,-0.07,0.55,0.21153846153846154,0.06115384615384616,528
136,-0.07,0.6,0.20384615384615384,0.06657692307692306,528
137,-0.07,0.65,0.18846153846153846,0.06569230769230769,528
138,-0.07,0.7,0.17115384615384616,0.06178846153846153,528
139,-0.07,0.75,0.16346153846153846,0.06403846153846153,528
140,-0.07,0.8,0.14807692307692308,0.058826923076923075,528
141,-0.07,0.85,0.1423076923076923,0.06092307692307691,528
142,-0.07,0.9,0.1346153846153846,0.06057692307692307,528
143,-0.07,0.95,0.12115384615384615,0.053576923076923064,528
144,-0.08,0.1,0.4904580152671756,0.008282442748091609,528
145,-0.08,0.15,0.4329501915708812,0.01957854406130268,528
146,-0.08,0.2,0.381957773512476,0.026948176583493286,528
147,-0.08,0.25,0.3474088291746641,0.034644913627639155,528
148,-0.08,0.3,0.32821497120921306,0.044721689059500955,528
149,-0.08,0.35,0.31094049904030713,0.05370441458733205,528
150,-0.08,0.4,0.2744721689059501,0.05174664107485605,528
151,-0.08,0.45,0.2418426103646833,0.04817658349328215,528
152,-0.08,0.5,0.22928709055876687,0.052986512524084775,528
153,-0.08,0.55,0.21965317919075145,0.058381502890173416,528
154,-0.08,0.6,0.2119460500963391,0.0641233140655106,528
155,-0.08,0.65,0.19653179190751446,0.06346820809248555,528
156,-0.08,0.7,0.1791907514450867,0.05976878612716762,528
157,-0.08,0.75,0.16955684007707128,0.060732177263969164,528
158,-0.08,0.8,0.15414258188824662,0.055645472061657035,528
159,-0.08,0.85,0.14836223506743737,0.05797687861271677,528
160,-0.08,0.9,0.14065510597302505,0.057842003853564555,528
161,-0.08,0.95,0.1252408477842004,0.048998073217726396,528
162,-0.09,0.1,0.5267175572519084,0.010076335877862597,528
163,-0.09,0.15,0.47126436781609193,0.023103448275862068,528
164,-0.09,0.2,0.4126679462571977,0.029673704414587335,528
165,-0.09,0.25,0.3704414587332054,0.03595009596928983,528
166,-0.09,0.3,0.3512476007677543,0.04698656429942419,528
167,-0.09,0.35,0.33205374280230326,0.05610364683301343,528
168,-0.09,0.4,0.28790786948176583,0.05107485604606526,528
169,-0.09,0.45,0.255278310940499,0.04785028790786948,528
170,-0.09,0.5,0.24277456647398843,0.05323699421965319,528
171,-0.09,0.55,0.23121387283236994,0.05797687861271677,528
172,-0.09,0.6,0.22350674373795762,0.06421965317919075,528
173,-0.09,0.65,0.20809248554913296,0.06398843930635838,528
174,-0.09,0.7,0.1907514450867052,0.06069364161849711,528
175,-0.09,0.75,0.1791907514450867,0.06052023121387284,528
176,-0.09,0.8,0.16184971098265896,0.05404624277456648,528
177,-0.09,0.85,0.15606936416184972,0.056705202312138714,528
178,-0.09,0.9,0.14836223506743737,0.056878612716763,528
179,-0.09,0.95,0.1329479768786127,0.04826589595375722,528
180,-0.1,0.1,0.5515267175572519,0.010305343511450385,528
181,-0.1,0.15,0.49233716475095785,0.02308429118773946,528
182,-0.1,0.2,0.43761996161228406,0.031285988483685225,528
183,-0.1,0.25,0.3934740882917466,0.037715930902111325,528
184,-0.1,0.3,0.3742802303262956,0.049712092130518235,528
185,-0.1,0.35,0.3531669865642994,0.05892514395393472,528
186,-0.1,0.4,0.30518234165067176,0.05259117082533589,528
187,-0.1,0.45,0.272552783109405,0.04990403071017274,528
188,-0.1,0.5,0.26011560693641617,0.0560693641618497,528
189,-0.1,0.55,0.24855491329479767,0.0615606936416185,528
190,-0.1,0.6,0.23892100192678228,0.06724470134874758,528
191,-0.1,0.65,0.22157996146435452,0.06618497109826589,528
192,-0.1,0.7,0.20423892100192678,0.06339113680154139,528
193,-0.1,0.75,0.1907514450867052,0.06213872832369942,528
194,-0.1,0.8,0.17341040462427745,0.0560693641618497,528
195,-0.1,0.85,0.1676300578034682,0.059248554913294796,528
196,-0.1,0.9,0.1599229287090559,0.05992292870905588,528
197,-0.1,0.95,0.14450867052023122,0.05173410404624276,528
198,-0.11,0.1,0.5648854961832062,0.008625954198473281,528
199,-0.11,0.15,0.5019157088122606,0.02049808429118773,528
200,-0.11,0.2,0.44337811900191937,0.027447216890595018,528
201,-0.11,0.25,0.40115163147792704,0.03441458733205374,528
202,-0.11,0.3,0.3800383877159309,0.045815738963531666,528
203,-0.11,0.35,0.35892514395393477,0.055105566218809986,528
204,-0.11,0.4,0.31094049904030713,0.04857965451055661,528
205,-0.11,0.45,0.2783109404990403,0.04585412667946257,528
206,-0.11,0.5,0.2658959537572254,0.05219653179190751,528
207,-0.11,0.55,0.2543352601156069,0.05786127167630059,528
208,-0.11,0.6,0.24470134874759153,0.06373795761078999,528
209,-0.11,0.65,0.22928709055876687,0.06425818882466283,528
210,-0.11,0.7,0.21001926782273603,0.060115606936416176,528
211,-0.11,0.75,0.19653179190751446,0.05901734104046243,528
212,-0.11,0.8,0.17726396917148363,0.051310211946050115,528
213,-0.11,0.85,0.16955684007707128,0.05277456647398843,528
214,-0.11,0.9,0.16184971098265896,0.053468208092485564,528
215,-0.11,0.95,0.1464354527938343,0.045221579961464364,528
216,-0.12,0.1,0.5916030534351145,0.010152671755725191,528
217,-0.12,0.15,0.5306513409961686,0.023275862068965515,528
218,-0.12,0.2,0.46641074856046066,0.02925143953934741,528
219,-0.12,0.25,0.42034548944337813,0.0355278310940499,528
220,-0.12,0.3,0.39539347408829173,0.046065259117082535,528
221,-0.12,0.35,0.3742802303262956,0.05591170825335893,528
222,-0.12,0.4,0.32245681381957775,0.04767754318618043,528
223,-0.12,0.45,0.28790786948176583,0.04410748560460653,528
224,-0.12,0.5,0.27552986512524086,0.05082851637764933,528
225,-0.12,0.55,0.26396917148362237,0.056859344894027,528
226,-0.12,0.6,0.2543352601156069,0.063121387283237,528
227,-0.12,0.65,0.23892100192678228,0.06396917148362237,528
228,-0.12,0.7,0.21965317919075145,0.060115606936416176,528
229,-0.12,0.75,0.20616570327552985,0.05936416184971099,528
230,-0.12,0.8,0.18497109826589594,0.0501734104046243,528
231,-0.12,0.85,0.17726396917148363,0.05194605009633913,528
232,-0.12,0.9,0.1676300578034682,0.050982658959537575,528
233,-0.12,0.95,0.15221579961464354,0.042870905587668595,528
234,-0.13,0.1,0.6087786259541985,0.010019083969465648,528
235,-0.13,0.15,0.5498084291187739,0.0239463601532567,528
236,-0.13,0.2,0.4798464491362764,0.0283493282149712,528
237,-0.13,0.25,0.43570057581573896,0.03556621880998081,528
238,-0.13,0.3,0.4069097888675624,0.04497120921305181,528
239,-0.13,0.35,0.3838771593090211,0.05426103646833012,528
240,-0.13,0.4,0.33205374280230326,0.04598848368522073,528
241,-0.13,0.45,0.29942418426103645,0.04366602687140115,528
242,-0.13,0.5,0.28709055876685935,0.05086705202312138,528
243,-0.13,0.55,0.27360308285163776,0.05605009633911369,528
244,-0.13,0.6,0.26396917148362237,0.06269749518304431,528
245,-0.13,0.65,0.24855491329479767,0.0638728323699422,528
246,-0.13,0.7,0.22736030828516376,0.05870905587668592,528
247,-0.13,0.75,0.2138728323699422,0.05820809248554913,528
248,-0.13,0.8,0.1926782273603083,0.04919075144508671,528
249,-0.13,0.85,0.18497109826589594,0.05127167630057802,528
250,-0.13,0.9,0.17533718689788053,0.05059730250481696,528
251,-0.13,0.95,0.1599229287090559,0.04271676300578034,528
252,-0.14,0.1,0.6221374045801527,0.00931297709923664,528
253,-0.14,0.15,0.5613026819923371,0.022777777777777765,528
254,-0.14,0.2,0.491362763915547,0.027063339731285992,528
255,-0.14,0.25,0.44529750479846447,0.03366602687140115,528
256,-0.14,0.3,0.4165067178502879,0.043262955854126664,528
257,-0.14,0.35,0.3915547024952015,0.05186180422264873,528
258,-0.14,0.4,0.3378119001919386,0.042418426103646836,528
259,-0.14,0.45,0.30326295585412666,0.038925143953934746,528
260,-0.14,0.5,0.2909441233140655,0.04620423892100192,528
261,-0.14,0.55,0.2774566473988439,0.05144508670520231,528
262,-0.14,0.6,0.2678227360308285,0.05818882466281308,528
263,-0.14,0.65,0.2524084778420039,0.05940269749518304,528
264,-0.14,0.7,0.23121387283236994,0.05421965317919074,528
265,-0.14,0.75,0.21772639691714837,0.053776493256262034,528
266,-0.14,0.8,0.19653179190751446,0.044739884393063596,528
267,-0.14,0.85,0.18882466281310212,0.04693641618497108,528
268,-0.14,0.9,0.1791907514450867,0.046358381502890164,528
269,-0.14,0.95,0.16377649325626203,0.03851637764932562,528
270,-0.15,0.1,0.6328871892925431,0.008221797323135764,528
271,-0.15,0.15,0.5758157389635317,0.022744721689059503,528
272,-0.15,0.2,0.5057692307692307,0.027019230769230778,528
273,-0.15,0.25,0.4576923076923077,0.03307692307692308,528
274,-0.15,0.3,0.425,0.041249999999999995,528
275,-0.15,0.35,0.4,0.05,528
276,-0.15,0.4,0.34615384615384615,0.04038461538461539,528
277,-0.15,0.45,0.31153846153846154,0.03692307692307694,528
278,-0.15,0.5,0.29922779922779924,0.044498069498069504,528
279,-0.15,0.55,0.2857142857142857,0.05000000000000001,528
280,-0.15,0.6,0.27413127413127414,0.05559845559845561,528
281,-0.15,0.65,0.2572533849129594,0.05580270793036752,528
282,-0.15,0.7,0.23597678916827852,0.05058027079303674,528
283,-0.15,0.75,0.22243713733075435,0.05019342359767892,528
284,-0.15,0.8,0.2011605415860735,0.04110251450676984,528
285,-0.15,0.85,0.19342359767891681,0.043423597678916834,528
286,-0.15,0.9,0.18375241779497098,0.04294003868471954,528
287,-0.15,0.95,0.16827852998065765,0.035106382978723386,528
288,-0.16,0.1,0.6424474187380497,0.007036328871892925,528
289,-0.16,0.15,0.5892514395393474,0.022667946257197688,528
290,-0.16,0.2,0.5192307692307693,0.026923076923076925,528
291,-0.16,0.25,0.47115384615384615,0.03317307692307692,528
292,-0.16,0.3,0.43846153846153846,0.04169230769230768,528
293,-0.16,0.35,0.4153846153846154,0.051846153846153833,528
294,-0.16,0.4,0.36153846153846153,0.04246153846153846,528
295,-0.16,0.45,0.3269230769230769,0.03942307692307692,528
296,-0.16,0.5,0.31467181467181465,0.047683397683397674,528
297,-0.16,0.55,0.29922779922779924,0.05245173745173746,528
298,-0.16,0.6,0.2876447876447876,0.05861003861003859,528
299,-0.16,0.65,0.27079303675048355,0.059342359767891685,528
300,-0.16,0.7,0.2495164410058027,0.054584139264990325,528
301,-0.16,0.75,0.23597678916827852,0.054738878143133454,528
302,-0.16,0.8,0.21470019342359767,0.046112185686653775,528
303,-0.16,0.85,0.20696324951644102,0.04903288201160543,528
304,-0.16,0.9,0.19729206963249515,0.049129593810444856,528
305,-0.16,0.95,0.18375241779497098,0.0439651837524178,528
306,-0.17,0.1,0.6520076481835564,0.0060420650095602295,528
307,-0.17,0.15,0.6007677543186181,0.022245681381957767,528
308,-0.17,0.2,0.5317919075144508,0.02676300578034682,528
309,-0.17,0.25,0.48554913294797686,0.033930635838150286,528
310,-0.17,0.3,0.4527938342967245,0.042813102119460496,528
311,-0.17,0.35,0.4296724470134875,0.05342967244701348,528
312,-0.17,0.4,0.3737957610789981,0.0430635838150289,528
313,-0.17,0.45,0.33911368015414256,0.0402504816955684,528
314,-0.17,0.5,0.32688588007736946,0.049013539651837516,528
315,-0.17,0.55,0.3114119922630561,0.054216634429400404,528
316,-0.17,0.6,0.29980657640232106,0.06085106382978722,528
317,-0.17,0.65,0.28294573643410853,0.06201550387596899,528
318,-0.17,0.7,0.26356589147286824,0.05930232558139531,528
319,-0.17,0.75,0.24854368932038834,0.05866019417475727,528
320,-0.17,0.8,0.22718446601941747,0.05036893203883495,528
321,-0.17,0.85,0.21941747572815534,0.05380582524271844,528
322,-0.17,0.9,0.20776699029126214,0.05231067961165048,528
323,-0.17,0.95,0.1941747572815534,0.047475728155339784,528
324,-0.18,0.1,0.6653919694072657,0.006309751434034425,528
325,-0.18,0.15,0.6199616122840691,0.02458733205374279,528
326,-0.18,0.2,0.5491329479768786,0.02867052023121388,528
327,-0.18,0.25,0.5028901734104047,0.03624277456647399,528
328,-0.18,0.3,0.4720616570327553,0.04658959537572254,528
329,-0.18,0.35,0.44315992292870904,0.054874759152215805,528
330,-0.18,0.4,0.3892100192678227,0.04574181117533722,528
331,-0.18,0.45,0.35452793834296725,0.04335260115606936,528
332,-0.18,0.5,0.3404255319148936,0.051489361702127666,528
333,-0.18,0.55,0.32495164410058025,0.05721470019342361,528
334,-0.18,0.6,0.31334622823984526,0.06441005802707932,528
335,-0.18,0.65,0.29651162790697677,0.0661046511627907,528
336,-0.18,0.7,0.2771317829457364,0.06387596899224805,528
337,-0.18,0.75,0.2621359223300971,0.06378640776699031,528
338,-0.18,0.8,0.2407766990291262,0.055961165048543704,528
339,-0.18,0.85,0.23300970873786409,0.06000000000000001,528
340,-0.18,0.9,0.22135922330097088,0.059067961165048574,528
341,-0.18,0.95,0.20776699029126214,0.0547766990291262,528
342,-0.19,0.1,0.6806883365200764,0.007399617590822182,528
343,-0.19,0.15,0.6372360844529751,0.026660268714011504,528
344,-0.19,0.2,0.5626204238921002,0.02942196531791908,528
345,-0.19,0.25,0.5183044315992292,0.038053949903660886,528
346,-0.19,0.3,0.48747591522157996,0.04886319845857417,528
347,-0.19,0.35,0.45664739884393063,0.05658959537572252,528
348,-0.19,0.4,0.4026974951830443,0.04759152215799617,528
349,-0.19,0.45,0.36801541425818884,0.045529865125240855,528
350,-0.19,0.5,0.3520309477756286,0.05290135396518376,528
351,-0.19,0.55,0.3365570599613153,0.05905222437137331,528
352,-0.19,0.6,0.32495164410058025,0.06671179883945841,528
353,-0.19,0.65,0.3062015503875969,0.06720930232558141,528
354,-0.19,0.7,0.28488372093023256,0.06354651162790696,528
355,-0.19,0.75,0.26990291262135924,0.06370873786407767,528
356,-0.19,0.8,0.24854368932038834,0.05605825242718448,528
357,-0.19,0.85,0.2407766990291262,0.06040776699029123,528
358,-0.19,0.9,0.23106796116504855,0.06186407766990294,528
359,-0.19,0.95,0.2174757281553398,0.057922330097087346,528
